105005,espresso-frap-grande,Espresso Frappuccino,frappuccino-and-blended,grande,"{frap-roast,espresso-shot,whole-milk,frap-syrup,ice}","{1.00000000000000000,2.00000000000000000,12.00000000000000000,2.00000000000000000,2.00000000000000000}",6.45
105006,espresso-frap-venti,Espresso Frappuccino,frappuccino-and-blended,venti,"{frap-roast,espresso-shot,whole-milk,frap-syrup,ice}","{1.00000000000000000,3.00000000000000000,18.00000000000000000,3.00000000000000000,3.00000000000000000}",6.75
105007,mocha-frap-tall,Mocha Frappuccino,frappuccino-and-blended,tall,"{frap-roast,whole-milk,frap-syrup,mocha-sauce,whipped-cream,ice}","{1.00000000000000000,8.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000}",4.95
105008,mocha-frap-grande,Mocha Frappuccino,frappuccino-and-blended,grande,"{frap-roast,whole-milk,frap-syrup,mocha-sauce,whipped-cream,ice}","{2.00000000000000000,10.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000}",5.65
105009,mocha-frap-venti,Mocha Frappuccino,frappuccino-and-blended,venti,"{frap-roast,whole-milk,frap-syrup,mocha-sauce,whipped-cream,ice}","{3.00000000000000000,12.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000}",5.95
105010,CRML-frap-tall,Caramel Frappuccino,frappuccino-and-blended,tall,"{frap-roast,whole-milk,frap-syrup,caramel-syrup,whipped-cream,caramel,ice}","{1.00000000000000000,8.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000}",4.95
105011,CRML-frap-grande,Caramel Frappuccino,frappuccino-and-blended,grande,"{frap-roast,whole-milk,frap-syrup,caramel-syrup,whipped-cream,caramel,ice}","{2.00000000000000000,10.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000,1.00000000000000000,2.00000000000000000}",5.65
105012,CRML-frap-venti,Caramel Frappuccino,frappuccino-and-blended,venti,"{frap-roast,whole-milk,frap-syrup,caramel-syrup,whipped-cream,caramel,ice}","{3.00000000000000000,12.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000,1.00000000000000000,3.00000000000000000}",5.95
106011,soda-grande,SODA,coffee-alternatives,grande,{SODA},{16.00000000000000000},3.25
105013,straw-CRM-tall,Strawberry Creme Frappuccino,frappuccino-and-blended,tall,"{whole-milk,cream-frap-syrup,straw-puree,classic-syrup,whipped-cream,ice}","{8.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000}",4.95
105014,straw-CRM-grande,Strawberry Creme Frappuccino,frappuccino-and-blended,grande,"{whole-milk,cream-frap-syrup,straw-puree,classic-syrup,whipped-cream,ice}","{10.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000}",5.65
105015,straw-CRM-venti,Strawberry Creme Frappuccino,frappuccino-and-blended,venti,"{whole-milk,cream-frap-syrup,straw-puree,classic-syrup,whipped-cream,ice}","{12.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000}",5.95
105016,van-bean-tall,Vanilla Bean Frappuccino,frappuccino-and-blended,tall,"{whole-milk,cream-frap-syrup,vanilla-bean-powder,whipped-cream,ice}","{8.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000,1.00000000000000000}",4.65
105017,van-bean-grande,Vanilla Bean Frappuccino,frappuccino-and-blended,grande,"{whole-milk,cream-frap-syrup,vanilla-bean-powder,whipped-cream,ice}","{10.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000,2.00000000000000000}",5.45
105018,van-bean-venti,Vanilla Bean Frappuccino,frappuccino-and-blended,venti,"{whole-milk,cream-frap-syrup,vanilla-bean-powder,whipped-cream,ice}","{12.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000,3.00000000000000000}",5.75
105019,java-chip-tall,Java Chip Frappuccino,frappuccino-and-blended,tall,"{frap-roast,whole-milk,frap-syrup,mocha-sauce,frap-chip,whipped-cream,ice}","{1.00000000000000000,8.00000000000000000,1.00000000000000000,1.00000000000000000,0.20000000000000000,1.00000000000000000,1.00000000000000000}",4.95
105020,java-chip-grande,Java Chip Frappuccino,frappuccino-and-blended,grande,"{frap-roast,whole-milk,frap-syrup,mocha-sauce,frap-chip,whipped-cream,ice}","{2.00000000000000000,10.00000000000000000,2.00000000000000000,2.00000000000000000,0.20000000000000000,2.00000000000000000,2.00000000000000000}",5.65
